,Open,High,Low,Close,Volume,TradingDate,acb_neg,macro_neg,acb_positive,macro_positive,acb_neutral,macro_neutral
0,4930.0,5030.0,4870.0,4970.0,862200,2012-03-20,0.0,0.366307172522848,0.0,0.3230589596105033,0.0,0.31063384201441857
1,4950.0,5050.0,4890.0,4990.0,1608000,2012-03-21,0.0,0.4097550514076526,0.0,0.20480990581887049,0.0,0.38543504719725913
2,5030.0,5030.0,4910.0,4990.0,578600,2012-03-22,0.04167049960233271,0.24194321414688602,0.3638748340308666,0.26049378195311873,0.5944546501462659,0.49756300887092947
3,4950.0,5000.0,4910.0,4950.0,1402600,2012-03-23,0.008663331158459187,0.3358151556458324,0.8988598585128784,0.5255500854875305,0.0924767479300499,0.13863478309327834
4,5050.0,5060.0,4970.0,4990.0,1228700,2012-03-26,0.4921173379989341,0.3966367534773711,0.49843449564650655,0.34983425058173734,0.00944819045253098,0.2535290166269988
5,4990.0,4990.0,4830.0,4830.0,1317900,2012-03-27,0.0,0.293772531860589,0.0,0.4378669198561946,0.0,0.2683605306741336
6,4810.0,4870.0,4750.0,4850.0,1161200,2012-03-28,0.0,0.2124618191416536,0.0,0.30497350200111495,0.0,0.4825646596928609
7,4870.0,4870.0,4660.0,4750.0,1103100,2012-03-29,0.06067714840173721,0.24427846737671643,0.12673650681972504,0.47034545086968976,0.8125863075256348,0.28537608118942726
8,4750.0,4790.0,4740.0,4750.0,784200,2012-03-30,0.0,0.24949208009467624,0.0,0.36336730438394144,0.0,0.3871406014625202
9,4770.0,4850.0,4750.0,4830.0,321500,2012-04-03,0.0,0.2319350533070974,0.0,0.4816398752801534,0.0,0.2864250637746106
10,4890.0,4890.0,4770.0,4790.0,309000,2012-04-04,0.9867934584617615,0.22975397706513517,0.00476214662194252,0.5000541376528042,0.008444392122328281,0.2701918842303085
11,4810.0,4890.0,4770.0,4870.0,427200,2012-04-05,0.0,0.16109390986151995,0.0,0.4601853347849101,0.0,0.3787207767926157
12,4910.0,4930.0,4870.0,4890.0,948100,2012-04-06,0.0,0.25689761873677763,0.0,0.34678253678506926,0.0,0.3963198531419039
13,4910.0,4930.0,4890.0,4910.0,674100,2012-04-09,0.0,0.16446169584782588,0.0,0.4222043140843097,0.0,0.413334009082367
14,4930.0,4930.0,4830.0,4870.0,513200,2012-04-10,0.031344604620244354,0.22277436496761555,0.5321845673024654,0.3799326012376696,0.4364708587527275,0.39729303759164536
15,4870.0,4990.0,4870.0,4950.0,743400,2012-04-11,0.02035536617040634,0.1444772934718501,0.48406434059143066,0.41870237124108134,0.4955802857875824,0.43682034956734805
16,4970.0,5160.0,4950.0,5080.0,2167400,2012-04-12,0.007000746205449104,0.35978734941177426,0.9752782583236694,0.3360275832625727,0.01772109605371952,0.3041850648643005
17,5120.0,5120.0,4990.0,5080.0,718200,2012-04-13,0.0,0.12163704788595762,0.0,0.5222148544398015,0.0,0.3561480970567335
18,5030.0,5140.0,4990.0,5080.0,580500,2012-04-16,0.015649918466806412,0.09784916345961392,0.5175537467002869,0.43337366945649447,0.4667963683605194,0.4687771629051943
19,5060.0,5140.0,5030.0,5060.0,759500,2012-04-17,0.0,0.24321833118828462,0.0,0.38725930277322385,0.0,0.36952235406778494
20,5050.0,5100.0,4970.0,4990.0,1107200,2012-04-18,0.0,0.22170153910216564,0.0,0.34086008939387585,0.0,0.43743837942990166
21,4990.0,4990.0,4890.0,4910.0,862500,2012-04-19,0.7676835060119629,0.24409144331604757,0.022276809439063072,0.35111276654462364,0.21003971993923187,0.404795804703287
22,4910.0,4930.0,4870.0,4930.0,657600,2012-04-20,0.02354408986866474,0.193460512435801,0.3751729726791382,0.36255921989989776,0.6012828946113586,0.44398026725199696
23,5240.0,5240.0,4870.0,4990.0,355200,2012-04-23,0.0,0.253689183459972,0.0,0.49741724908484947,0.0,0.24889356977794141
24,4970.0,4990.0,4930.0,4990.0,152900,2012-04-24,0.024368157610297203,0.2508526309220879,0.7087762355804443,0.40445706260356085,0.2668556272983551,0.34469030606043005
25,5000.0,5060.0,4970.0,4990.0,181600,2012-04-25,0.0,0.15076104649163496,0.0,0.5090395328588784,0.0,0.34019943405515873
26,5030.0,5030.0,4870.0,4950.0,307800,2012-04-26,0.0,0.18317664601921063,0.0,0.48968124553642195,0.0,0.3271421068752913
27,4930.0,4990.0,4910.0,4970.0,268900,2012-04-27,0.0,0.25308866831393717,0.0,0.4286159901430124,0.0,0.3182953296325587
28,4930.0,4970.0,4890.0,4910.0,263900,2012-05-02,0.0,0.0,0.0,0.0,0.0,0.0
29,4870.0,4950.0,4870.0,4910.0,468700,2012-05-03,0.0,0.0,0.0,0.0,0.0,0.0
30,4890.0,4950.0,4890.0,4930.0,315700,2012-05-04,0.0,0.0,0.0,0.0,0.0,0.0
31,4950.0,4990.0,4930.0,4990.0,293600,2012-05-07,0.0,0.5330175265077163,0.0,0.16810894206123936,0.0,0.29887354657561943
32,4970.0,5140.0,4970.0,5000.0,858000,2012-05-08,0.0,0.17866702250170488,0.0,0.4633986479344053,0.0,0.357934337971663
33,4990.0,5060.0,4930.0,5000.0,324000,2012-05-09,0.0020394562743604183,0.3005689573594658,0.9913971424102783,0.40261933750248163,0.006563341710716486,0.2968117088432713
34,5000.0,5080.0,4970.0,5000.0,581900,2012-05-10,0.034195806831121445,0.33739695786304463,0.4523850083351135,0.18053192895604298,0.5134191513061523,0.4820711050997488
35,4990.0,5030.0,4930.0,4950.0,349000,2012-05-11,0.024066299898549914,0.18395926064113155,0.5427389591932297,0.5053929978554758,0.4331947148311883,0.3106477347901091
36,4990.0,5080.0,4930.0,4950.0,1015200,2012-05-14,0.0,0.24022769324243243,0.0,0.5704484866542179,0.0,0.18932381961061512
37,4950.0,4990.0,4910.0,4950.0,877400,2012-05-15,0.0,0.24317475744129086,0.0,0.34652382266134596,0.0,0.4103014109333834
38,4950.0,4990.0,4930.0,4950.0,824500,2012-05-16,0.0,0.22664399209121863,0.0,0.2989898924715817,0.0,0.47436611261218786
39,4950.0,4990.0,4950.0,4970.0,659100,2012-05-17,0.8984570503234863,0.30104001066259417,0.014502275735139847,0.3833498473007542,0.08704069256782532,0.31561015053497005
40,4950.0,4950.0,4830.0,4890.0,1051500,2012-05-18,0.0,0.30355664058502213,0.0,0.4373695055126316,0.0,0.2590738712568526
41,4870.0,5000.0,4870.0,5000.0,244900,2012-05-21,0.0,0.11677076036576181,0.0,0.4287546725788464,0.0,0.45447456402083236
